property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,area
flat,m3m heights,sector 65,2.65 Crore, 18492,Super Built up area 1433(133.13 sq.m.),2.0,2.0,3.0,study room,4.0,North-East,Within 6 months,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School', 'DPG Institute of Technology', 'Park Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel', 'SkyJumper Trampoline Park', 'PVR Drive in Theatre']","['1 Stove', '3 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water Storage', 'Park', 'Visitor Parking']",
house,"bhim nagar, sector 6",sector 6,0.85,126865.0,Plot area 67(6.22 sq.m.),5 Bedrooms,2.0,2,pooja room,1.0,,10+ Year Old,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'D.R. Rajnis Gupta Clinic', 'Aryan Hospital', 'Sparsh Hospital Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Ravi Clinic and Health Care Centre', 'Gurgaon Eye Centre', 'Geeta Nursing Home Gurgaon', 'Dr. Sarvejeet Singh', 'Dr. Agya Ram Sharma Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Kidney Clinic', 'Bindal Clinic', 'Lalit Dental Care', 'GH Gurgaon', 'Chiranjiv Hospital', 'Kharbanda Maternity and Nursing Home', 'M.S Hospital', 'Dentecare - Multispeciality Dental Clinic', 'M Goel Hospital', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Pearl Dental Clinic', 'Jackson Hospital', 'Triveni Hospital Gurgaon', 'My Care Clinic', 'Sarvodya Hospital', 'Taneja Hospital', 'Dr. Ashok Jain', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Dental Health Centre', 'Swastik Maternity and Medical Centre', 'Gupta Hospital Gurgaon', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Dr. Sindhu Clinic', 'Dr. Ajay S. Gupta Clinic', 'Dr. Madan Clinic', 'Dev Man Kathuria Clinic', 'Satyam Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'State bank of india', 'Hdfc bank', 'Kotak bank', 'Rang Parivartan', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']",,"['Water Storage', 'No open drainage around', 'Park', 'Bank Attached Property', 'Visitor Parking', 'Low Density Society', 'Club house / Community Center']",67.0
house,ansals florence villa,sector 57,3.3,19820.0,Plot area 185(154.68 sq.m.),4 Bedrooms,3.0,3+,"pooja room,study room,servant room,store room",2.0,East,5 to 10 Year Old,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'Icici bank ATM', 'State bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'Anand Hospital Gurgaon', 'Kriti Hospital', 'Surgicare Hospital Gurgaon', 'pracksht hospital', 'Arunodaya Deseret Eye Hospital', 'Vatsalya Clinic', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Unitech', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank and atm', 'Hdfc bank', 'Kotak mahindra bank', 'Indusind bank', 'State bank of india', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank & atm', '222', 'Pizza Hut', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Madison and Pike', 'IILM', 'Iilm University', 'Gurugram University', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Amity Global School', 'Kamla International', 'Suncity School', 'St. Angels Sr']",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",1665.0
house,bhim nagar society,sector 6,0.4,2500.0,Built Up area: 1600 (148.64 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),4 Bedrooms,2.0,2,not available,1.0,East,undefined,"['Dental Hospital', 'Sercare Clinic', 'Promla Clinic', 'Ragave Clinic', 'Kushi Clinic', 'Amba Clinic', 'Om Clinic', 'Ram Clinic', 'Shree Balaji Clinic', 'Rathore Imt Hospital', 'Sagar Clinic', 'Yadav Clinic', 'Dr. J. S. Sarkar Clinic', 'Bangali Clinic', 'Pooja Clinic', 'Prakash Hospital', 'Dr. Sahil Clinic', 'Shri Rade Clinic', 'Nidan Hospital and Trauma Centre', 'Yadav Dental & Eye Care', 'Petrol pump Maitri motors', 'HP Petrol Pump', 'Vijay Petrol Pump', ""Domino's Pizza"", ""McDonald's"", ""McDonald's""]",,,1600.0
house,international city by sobha phase 2,sector 109,9.4,26111.0,Plot area 400(334.45 sq.m.),5 Bedrooms,6.0,3+,"servant room,study room,pooja room,store room",2.0,North-East,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'Pacific D21 Mall', 'Dwarka Expressway', 'Euro International School', 'The NorthCap University', 'Aryan Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station']","['1 Exhaust Fan', '7 Geyser', '12 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",3600.0
flat,bestech park view grand spa4.3 ?,sector 81,2.29 Crore, 8609,Super Built up area 2660(247.12 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,4.0,,"servant room,study room",10.0,North-East,1 to 5 Year Old,"['Sapphire 83 Mall', 'NH-8, IMT Manesar', 'Dwarka Expressway', ""St. Xavier's High School"", 'Spectra Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'National Tennis Academy']","['4 Wardrobe', '4 Fan', '1 Fridge', '1 Exhaust Fan', '1 Washing Machine', '1 Microwave', '1 Chimney', '1 Modular Kitchen', '6 AC', '1 Curtains', 'No Bed', 'No Dining Table', 'No Geyser', 'No Light', 'No Sofa', 'No Stove', 'No TV', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
flat,pyramid pride,sector 76,50 Lac, 6578,Carpet area: 760 (70.61 sq.m.),2.0,2.0,1.0,,8.0,North,By 2024,"['Entertainland Mall', 'NH 48', 'Southern Peripheral Road', 'Euro International School', 'Sushant University', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']",,"['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",
flat,bptp terra3.8 ?,sector 37d,1.17 Crore, 8297,Super Built up area 1410(130.99 sq.m.),2.0,2.0,2.0,,0.0,North-East,1 to 5 Year Old,"['Airia Mall', 'Dwarka Expressway', 'Golf Course Extension Road', 'Euro International School', 'DPG Institute of Technology', 'Medanta -The Medicity', 'Amma Hospital', 'Indira Gandhi International Airport', 'DLF Corporate Greens', 'Holiday Inn Sector 90', 'SkyJumper Trampoline Park']","['1 Chimney', '2 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",
flat,the penthouses at the hibiscus,sector 50,8.5 Crore, 8500,Carpet area: 10000 (929.03 sq.m.),4.0,4.0,3.0,servant room,9.0,South-East,5 to 10 Year Old,"['Sector 55-56 Metro Station', 'Good Earth City Center Mall', 'Nirvana Central Road', 'NH 248A', 'Gurugram University', 'The HDFC School', 'Park Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Unitech Cyber Park', 'DoubleTree by Hilton Hotel Gurgaon', 'TERI Golf Course', 'Tau DeviLal Sports Complex']","['4 Fan', '8 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",
flat,paras dews,sector 106,1.15 Crore, 6534,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,,"study room,servant room",12.0,East,1 to 5 Year Old,"['MG Road Metro Station', 'NeoSquare Shopping Mall', 'Dwarka Expressway', 'Glorious World School', 'DPG Institute of Technology', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon', 'Country Inn & Suites by Radisson', 'SkyJumper Trampoline Park', 'Hamoni Golf Camp']","['3 Wardrobe', '4 Fan', '1 Exhaust Fan', '1 Geyser', '4 Light', '4 AC', '1 Modular Kitchen', '1 Curtains', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
flat,signature global synera3.4 ?,sector 81,38 Lac, 9500,Carpet area: 400 (37.16 sq.m.),1.0,1.0,2.0,,3.0,South-West,1 to 5 Year Old,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Dwarka Expressway', 'Agri Business Management Collage', 'Bharat Ram Global School', 'Singhania University, Manesar', 'Aarvy Healthcare Hospital', 'Garhi Harsaru Junction', 'Sphire Edge A N Buildwell', 'Holiday Inn Gurugram Sector 90']",,"['Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Park', 'Piped-gas', 'Security Personnel', 'Shopping Centre', 'Rain Water Harvesting']",
flat,emaar palm gardens4.1 ?,sector 83,1.75 Crore, 9210,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3.0,servant room,6.0,North-West,1 to 5 Year Old,"[""V'Lante Mall"", 'NH 48 Gurugram', 'iGrow Montessori Play School', 'Matrikiran High School', 'Badsa AMS Hospital', 'GlobalHealthcare Multispeciality', 'Indira Gandhi International Airport', 'Patli Railway Station', 'Hyatt Regency', 'Nakhrola Stadium', 'Cricket Academy']","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '1 Geyser', '12 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",
flat,experion heartsong,dwarka expressway,1.08 Crore, 6150,Built Up area: 1758 (163.32 sq.m.),3.0,3.0,,,,,Under Construction,,[],,
house,independent,sector 26,10.5,43210.0,Plot area 302(252.51 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 270 sq.yards (225.75 sq.m.),12 Bedrooms,12.0,3+,"servant room,pooja room",4.0,North-East,1 to 5 Year Old,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Sikka Maternity And Surgical Center', 'Anahat Hospital', 'Divine Look Clinic Centre 1', 'The Dental Lounge', ""St Stephen's Hospital Health Care Facility"", 'Marwah Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Surgi Center Clinic', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', ""Dr. Khullar's Dental Clinic"", 'Relief Physiotherapy Clinic', 'RBS Dental Clinic', 'Sidhesh Hospital Gurgaon', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Cure and Care Centre', 'Religare Wellness', '98.4', 'Guardian', 'Emaar Business Park', 'Axis bank', 'Hsbc bank', 'Kotak mahindra bank', 'Hdfc bank', 'Lord krishna bank', 'Indusind bank', 'Abn amro bank', 'PVR Cinames', 'Food Court', 'Nowhere Brewpub and cafe']","['1 Water Purifier', '20 Fan', '1 Exhaust Fan', '16 Geyser', '1 Stove', '62 Light', '12 AC', '1 Modular Kitchen', '1 Chimney', '21 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Park', 'Visitor Parking', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting']",2430.0
house,independent,sector 45,8.5,26235.0,Plot area 360(301.01 sq.m.),5 Bedrooms,4.0,2,"pooja room,servant room",1.0,North-East,5 to 10 Year Old,"['Huda city centre metro station', 'Axis bank ATM', 'State bank of india ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Icici bank ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Hdfc ATM', 'Axis bank ATM', 'Dispencery', 'Shivam Hospital Gurgaon', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Naval Mendiratta', 'Sukhmani Hospital Pvt. Ltd', 'Gupta', 'Arihant Hospital', 'Centre For Sight Gurgaon Sector 29', 'Dr. Kutbuddin Akbary', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Pernod Ricard Charitable Dispensary', 'City Medical', 'Gardian Pharmacy', 'Gardian Pharmacy', 'Bharat petroleum', 'IBP Petrol Pump', 'Hdfc bank', 'Hdfc bank', 'Icici bank', 'Raj Restaurant', 'Fast food', 'Fast Food', 'Om Sweets', 'Bar and restaurant', 'Cafe Coffee Day', 'PWO house', '32nd Milestone', 'St. Angels Jr', 'St. Angels Sr', 'School of Inspired Leadership SOIL', 'Manav Rachna School', 'Amity Global School', 'CR Model Public School', 'Stones2milestones', 'Delhi Public School Primary Section', 'Manav Rachna Swimming Pool']","['5 Wardrobe', '1 Water Purifier', '4 Fan', '6 Geyser', '1 Microwave', '17 Light', '7 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",3240.0
flat,experion the heartsong3.9 ?,sector 108,1.68 Crore, 8387,Super Built up area 2003(186.08 sq.m.)Built Up area: 1338.29 sq.ft. (124.33 sq.m.)Carpet area: 986.41 sq.ft. (91.64 sq.m.),3.0,3.0,,"servant room,study room",4.0,East,1 to 5 Year Old,"['Galleria 108 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'The Shikshiyan School', 'Manipal Hospital', 'Indira Gandhi International Airport', 'Vivanta New Delhi, Dwarka', 'SkyJumper Trampoline Park', 'Fun N Food Village']","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '1 Geyser', '7 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",
flat,m3m sierra 68,sector 68,1.1 Crore, 8986,Super Built up area 1224(113.71 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),2.0,2.0,3.0,,1.0,North-East,1 to 5 Year Old,"['Airia Mall', 'Sohna Road', 'Golf Course Extension Road', 'Alpine Convent School', 'KIIT College of Engineering', 'MKD Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel, Sohna Road', 'SkyJumper Trampoline Park', 'DLF Golf and Country Club']","['2 Wardrobe', '5 Fan', '1 Exhaust Fan', '2 Geyser', '1 Stove', '11 Light', '1 Chimney', '1 Modular Kitchen', '1 Curtains', '4 AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
flat,chanderlok society,sector 28,90 Lac, 7234,Carpet area: 1244 (115.57 sq.m.),4.0,2.0,,,1.0,,10+ Year Old,"['Iffco chowk metro station', 'Mg road metro station', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Icici bank ATM', 'Punjab national bank ATM', 'Axis bank ATM', 'Rbs ATM', 'Sidhesh Hospital Gurgaon', 'Sitaram Bhartia', 'Umkal Hospital', 'Lord Krishna Hospital', 'Privat Hospital', 'Max Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Religare Wellness', '98.4', 'Guardian', 'Chikitsa', 'Axis bank', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'Hdfc bank', 'Kotak mahindra bank', 'Hsbc bank', 'DT Cinemas', 'PVR Metropolitan', 'PVR Cinames', 'PVR Cinames', 'DT Cinemas', 'Barbecue Grill', 'Dighent cafe', 'Belgian Waffle', 'Drunken Monkey', 'CCD', 'Fat', 'Nowhere Brewpub and cafe', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Pizza Hut', 'Naveidyam', 'NutrioBox Gurugram', 'Pan Bangkok', 'The Chicken Boat', 'Roots', 'Bahrisons library', 'Ncr library']",,,
flat,eldeco accolade3.8 ?,sohna road,1.35 Crore, 6136,Carpet area: 2200 (204.39 sq.m.),3.0,3.0,3.0,servant room,2.0,,0 to 1 Year Old,"['Global City Centre', 'Sohna Road', 'Damdama More', 'Western Peripheral Expressway', 'GD Goenka World School', 'K.R. Mangalam University', 'Civil Hospital']",,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",
flat,ats tourmaline3.9 ?,sector 109,1.75 Crore, 8139,Super Built up area 2150(199.74 sq.m.),3.0,4.0,,"servant room,others",2.0,North,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'NeoSquare Mall', 'Dwarka Expressway', 'Euro International School', 'The NorthCap University', 'Metro Hospital, Palam Vihar', 'Indira Gandhi International Airport', 'Accenture DDC5', 'Hyatt Place Gurgaon Udyog Vihar', 'Hamoni Golf Camp', 'Nehru Stadium']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",
house,iffco nagar and 17b rwa,sector 17,2.98,20566.0,Plot area 161(134.62 sq.m.),6 Bedrooms,6.0,3+,"pooja room,study room",3.0,East,1 to 5 Year Old,"['Iffco chowk metro station', 'Mg road metro station', 'Jain Bhawan', 'Arya Samaj Mandir', 'Citi bank ATM', 'Punjab national bank ATM', 'Icici bank ATM', 'Punjab national bank ATM', 'Thukral Hospital', 'Sangwan Hospital Gurgaon', 'Privat Hospital', 'Umkal Hospital', 'Apollo Cradle Hospital Gurgaon', 'Community Center Sukhrali', 'Neelkanth Medico', 'DT Cinemas', 'PVR Cinames', 'PVR Metropolitan', 'DT Cinemas', 'Catholic syrian bank', 'Karur vysay bank', 'Swagath', 'distillery', 'KFC', 'Walking Street', 'Gung the palace Korean restaurant', 'Gravity Space Bar', 'Black Mambaa', 'ADDA', 'Ardor 29', 'Bikanervala', 'Roots', 'Tocpao', 'Park Baluchi', 'Spaghetti Kitchen & Bar', 'Gola Sizzles', 'The Oriental Bloom Chinese and Thai', 'Pizza Hut', 'Zura', ""Hops 'N' Brew"", ""Domino's Pizza"", 'MoB Ministory of Beer', ""McDonald's"", 'Beer & Whisky Bar', 'Pan Bangkok', 'Dhabba', 'Management Development Institute']",[],"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Park', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']",1449.0
flat,m3m skycity,sector 65,1.8 Crore, 13700,Carpet area: 1310 (121.7 sq.m.),2.0,2.0,3.0,,13.0,,Within 6 months,"['Sector 55 Metro Station', 'Eros City Square', 'DPS International Edge', 'Narayana Junior College', 'CK Birla Hospital', 'Indira Gandhi Intl Airport', 'Splendor Trade Tower', 'DoubleTree by Hilton Hotel', 'SkyJumper Trampoline Park']",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Waste Disposal', 'Club house / Community Center']",
flat,avl 36 gurgaon3.7 ?,sector 36a,37.1 Lac, 10539,Super Built up area 352(32.7 sq.m.),1.0,1.0,1.0,,3.0,North,1 to 5 Year Old,"['S.R.S. Hospital and Critical Care Unit', 'Shri Balaji Hospital and Trauma Center', 'Petrol Pump Indian Oil', 'Petrol Pump IBP', 'Petrol Pump Indian Oil', 'Haldiram']","['1 Water Purifier', '2 Fan', '1 Exhaust Fan', '1 Geyser', '8 Light', '1 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Bed', '1 Wardrobe', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",
flat,tulip violet4.3 ?,sector 69,1.32 Crore, 8411,Super Built up area 1568(145.67 sq.m.),3.0,3.0,1.0,pooja room,12.0,South-West,1 to 5 Year Old,"['Airia Mall Sector 68', 'Southern Peripheral Road', 'Golf Course Extension Rd', 'Imperio School', 'DPG Institute of Technology', 'Ektaa Hospitals', 'Indira Gandhi International Airport', 'Vipul Trade Business Centre', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park']","['2 Wardrobe', '6 Fan', '1 Exhaust Fan', '9 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",
